,band_name,fans,formed,origin,split,style
1510,Human Fortress,31,1997,Germany,-,"Hard rock,Power"
1511,Lascaille's Shroud,31,2008,USA,2008,Progressive death
1512,Le Grand Guignol,31,1996,Luxembourg,-,"Symphonic black,Avantgarde black"
1513,Lingua Mortis Orchestra,31,2013,Germany,2013,Symphonic
1514,Longing For Dawn,31,2002,Canada,-,"Death doom,Funeral doom"
1515,Murmuüre,31,2006,France,2006,Ambient black
1516,Nailbomb,31,1994,Brazil,1995,Industrial thrash
1517,Negative,31,1997,Finland,1997,"Suomi,Glam"
1518,Panzerchrist,31,1994,Denmark,-,"Death,Blackened death"
1519,Rivers Of Nihil,31,2009,USA,2009,Technical death
1520,Root,31,1987,Czech Republic,-,Black
1521,Skuggsjá,31,2014,Norway,2014,Pagan folk
1522,System Divide,31,2008,USA,2014,Melodic death
1523,Teitanblood,31,2003,Spain,2003,"Black,Death"
1524,The Chasm,31,1993,Mexico,-,Death
1525,The Red Chord,31,1999,USA,1999,"Deathcore,Grindcore,Technical deathcore"
1526,Verdunkeln,31,1998,Germany,-,Psychedelic black
1527,Abruptum,30,1990,Sweden,1990,"Black,Ambient,Noise"
1528,Cadacross,30,1997,Finland,2005,"Death,Melodic death,Folk,Power"
1529,Carpe Noctem,30,2005,Iceland,2005,Black
1530,Cloak Of Altering,30,2011,The Netherlands,-,Avantgarde black
1531,Code,30,1998,United Kingdom,1998,"Black,Doom,Post-rock,Progressive rock"
1532,Criminal,30,1991,Chile,-,"Death,Thrash"
1533,Cryonic Temple,30,1996,Sweden,1996,Power
1534,Extreme Noise Terror,30,1985,United Kingdom,-,"Crust,Punk ,Death,Grindcore"
1535,Faal,30,2005,The Netherlands,2005,"Black,Doom"
1536,Gormathon,30,2009,Sweden,-,Melodic death
1537,Heretoir,30,2006,Germany,2006,Depressive black
1538,Hermética,30,1987,Argentina,1994,Thrash
1539,Highland Glory,30,2001,Norway,2001,Power
1540,Iskald,30,2005,Norway,-,Melodic black
1541,Katharsis,30,1994,Germany,1994,Black
1542,Kawir,30,1993,Greece,-,Pagan black
1543,Kuolemanlaakso,30,2010,Finland,2010,Death doom
1544,Light This City,30,2002,USA,2008,"Melodic death,Metalcore"
1545,Lizzy Borden,30,1983,USA,1983,Heavy
1546,Lullacry,30,1999,Finland,2014,Suomi
1547,Merciless,30,1986,Sweden,1986,Thrash
1548,Mourning Lenore,30,2008,Portugal,2012,Death doom
1549,Netherion,30,2010,Syria,2010,Death
1550,Phideaux,30,1996,USA,-,Progressive rock
1551,Runic,30,2001,Spain,2001,"Viking folk,Extreme power"
1552,Saurom,30,1996,Spain,-,"Folk,Power"
1553,ScoX,30,2010,Iran,2010,Brutal death
1554,Solstice,30,1990,United Kingdom,-,Epic doom
1555,Todesbonden,30,2003,USA,2003,"Atmospheric doom,Atmospheric gothic"
1556,Troll,30,1992,Norway,-,Industrial black
1557,Valkyrja,30,2004,Sweden,2004,Black
1558,Wulfgar,30,2005,Sweden,-,Melodic death
1559,Ævangelist,29,2010,USA,2010,Blackened death
1560,Almafuerte,29,1995,Argentina,-,"Heavy,Thrash,Folk"
1561,American Head Charge,29,1996,USA,1996,"Industrial,Nu"
1562,Autumnblaze,29,1996,Germany,-,"Black,Gothic rock,Doom,Gothic"
1563,Beheaded,29,1991,Malta,1991,"Brutal death,Technical death"
1564,Christian Mistress,29,2008,USA,-,Heavy
1565,Daemonarch,29,1998,Portugal,1998,Melodic black
1566,Destrage,29,2005,Italy,-,"Melodic death,Metalcore"
1567,Hammerforce,29,2006,Russia,2006,"Symphonic,Power,Progressive"
1568,King's X,29,1980,USA,-,"Progressive rock,Progressive"
1569,Mare Cognitum,29,2011,USA,2011,Atmospheric black
1570,Nahemah,29,1997,Spain,2012,"Symphonic black,Progressive death,Post-metal"
1571,Necrodeath,29,1984,Italy,1984,Blackened thrash
1572,Nothgard,29,2008,Germany,-,Pagan black
1573,Onmyo-Za,29,1999,Japan,1999,"Heavy,Folk"
1574,Pharaoh,29,1997,USA,-,"Heavy,Us power"
1575,Procession,29,2006,Chile,2006,Doom
1576,Scar The Martyr,29,2013,USA,-,"Alternative,Industrial"
1577,Stravaganzza,29,2003,Spain,2003,Symphonic
1578,Sunless Rise,29,2006,Russia,-,"Melodic death,Extreme power"
1579,Theory In Practice,29,1995,Sweden,1995,"Melodic death,Technical death"
1580,Thrudvangar,29,1998,Germany,-,Viking black
1581,Trauma,29,1988,Poland,1988,Death
1582,Vale Of Pnath,29,2006,USA,-,Technical death
1583,Zimmers Hole,29,1991,Canada,1991,"Speed,Thrash"
1584,Acheron,28,1988,USA,-,Blackened death
1585,Barathrum,28,1990,Finland,1990,Black
1586,Bell Witch,28,2010,USA,-,Funeral doom
1587,Bifröst,28,2005,Austria,2005,"Pagan black,Folk"
1588,Biomechanical,28,2001,United Kingdom,-,"Progressive,Thrash"
1589,Black Flag,28,1976,USA,1976,"Sludge,Hardcore,Punk"
1590,Dies Irae,28,1992,Poland,2005,Death
1591,Dreams Of Sanity,28,1991,Austria,1991,Symphonic
1592,Ekove Efrits,28,2001,Iran,-,Black
1593,Folkstone,28,2004,Italy,2004,Folk
1594,Gloria Morti,28,1999,Finland,-,"Thrash,Melodic black,Melodic death"
1595,Kälter,28,2006,Canada,2006,"Melodic death,Progressive"
1596,Kobra And The Lotus,28,2008,Canada,-,Heavy
1597,Kongh,28,2004,Sweden,2004,"Sludge,Doom"
1598,Negator,28,2003,Germany,-,Black
1599,Nervosa,28,2010,Brazil,2010,Thrash
1600,Nightbringer,28,1999,USA,-,Black
1601,Obliteration,28,2001,Norway,2001,Death
1602,Odious,28,1998,Egypt,-,"Black,Oriental folk"
1603,Omega Lithium,28,2007,Croatia,2007,Gothic industrial
1604,Poema Arcanus,28,1992,Chile,-,Progressive doom
1605,Scarve,28,1994,France,1994,Technical death
1606,Sceptic,28,1994,Poland,-,Technical death
1607,Schandmaul,28,1998,Germany,1998,"Medieval folk,Medieval,Folk rock"
1608,Skagos,28,2007,Canada,-,Atmospheric black
1609,SpiRitual,28,2005,Germany,2005,Gothic
1610,Svartby,28,2004,Russia,-,Folk
1611,The Amenta,28,2002,Australia,2002,Industrial death
1612,The Axis Of Perdition,28,2002,United Kingdom,2013,"Industrial black,Dark,Ambient"
1613,Weakling,28,1998,USA,1998,Black
1614,Welicoruss,28,2005,Russia,-,Symphonic black
1615,When Nothing Remains,28,2010,Sweden,2010,Funeral doom
1616,Winger,28,1987,USA,-,"Glam,Hard rock"
1617,Wretched,28,2005,USA,2005,"Melodic deathcore,Technical death"
1618,Zeal And Ardor,28,2014,USA,-,Avantgarde black
1619,Armageddon,27,1997,Sweden,1997,"Melodic death,Heavy,Power"
1620,Atlantean Kodex,27,2005,Germany,-,"Heavy,Doom"
1621,Beautiful Sin,27,2005,Germany,2005,Heavy
1622,Callenish Circle,27,1992,The Netherlands,2007,Gothenburg
1623,Chaos Divine,27,2005,Australia,2005,"Melodic death,Progressive"
1624,Crionics,27,1997,Poland,2011,"Black,Death"
1625,Crom,27,1997,Germany,1997,"Viking folk,Power"
1626,Decadence,27,2003,Sweden,-,"Thrash,Melodic death"
1627,Dekadent,27,2005,Slovenia,2005,Symphonic black
1628,Dråpsnatt,27,2005,Sweden,-,"Atmospheric black,Pagan black"
1629,Emigrate,27,2005,Germany,2005,Industrial
1630,Eucharist,27,1989,Sweden,-,Melodic death
1631,Frosttide,27,2009,Finland,2009,Extreme power
1632,Hammer Horde,27,2007,USA,-,Pagan black
1633,Immortal Souls,27,1991,Finland,1991,"Melodic death,Heavy,Doom"
1634,Ingested,27,2004,United Kingdom,-,Brutal death
1635,Insania,27,1992,Sweden,1992,Power
1636,Kekal,27,1995,Indonesia,-,"Black,Avantgarde"
1637,Khanate,27,2000,USA,2000,"Extreme sludge,Doom"
1638,Leah,27,2010,Canada,-,Symphonic
1639,Oceans Of Sadness,27,1995,Belgium,1995,"Extreme avantgarde,Extreme progressive"
1640,Paragon,27,1990,Germany,-,Power
1641,Parasite Inc.,27,2007,Germany,2007,Melodic death
1642,Planet Of Zeus,27,2000,Greece,-,Stoner
1643,Sister Sin,27,2002,Sweden,2002,Heavy
1644,Slechtvalk,27,1999,The Netherlands,-,Black
1645,Sons Of Seasons,27,2007,Germany,2007,Symphonic progressive
1646,Sun Of The Blind,27,2006,Switzerland,-,Avantgarde black
1647,Svart Crown,27,2004,France,2004,"Black,Death"
1648,The Few Against Many,27,2008,Sweden,-,"Melodic death,Symphonic"
1649,The Haarp Machine,27,2007,United Kingdom,2007,"Technical death,Progressive"
1650,Therapy?,27,1989,United Kingdom,-,"Alternative,Hard rock"
1651,Thou,27,2005,USA,2005,"Sludge,Doom"
1652,Timo Tolkki,27,1994,Finland,-,"Neoclassical power,Progressive"
1653,Worship,27,1998,Germany,1998,Funeral doom
1654,Al-Namrood,26,2008,Saudi Arabia,-,Black
1655,An Abstract Illusion,26,2007,Sweden,2007,"Melodic death,Progressive death"
1656,Arakain,26,1982,Czech Republic,-,Thrash
1657,Arcana Coelestia,26,2005,Italy,2005,"Funeral doom,Atmospheric black"
1658,Bornholm,26,2000,Hungary,-,Pagan black
1659,Bulldozer,26,1980,Italy,1980,Thrash
1660,Cage,26,1992,USA,-,Heavy
1661,Cold Body Radiation,26,2009,The Netherlands,2009,"Atmospheric black,Shoegaze,Post-rock"
1662,Crystal Eyes,26,1992,Sweden,-,Power
1663,Deathchain,26,2001,Finland,2001,"Thrash,Death"
1664,Derek Sherinian,26,1996,USA,-,"Progressive,Progressive rock"
1665,Desolate Shrine,26,2010,Finland,2010,Death
1666,Destroy Destroy Destroy,26,2003,USA,-,Extreme power
1667,Drowning The Light,26,2003,Australia,2003,Black
1668,Elegy,26,1992,The Netherlands,-,Progressive power
1669,Elf,26,1967,USA,1967,"Blues rock,Hard rock"
1670,Fozzy,26,1999,USA,-,Heavy
1671,Gardenian,26,1996,Sweden,1996,Melodic death
1672,Hades Almighty,26,1998,Norway,-,Black
1673,Holy Terror,26,1985,USA,1985,Thrash
1674,HolyHell,26,2005,USA,-,Symphonic power
1675,Illidiance,26,2004,Russia,2004,"Symphonic black,Industrial"
1676,Lord,26,2003,Australia,-,"Power,Heavy"
1677,Manslaughter,26,2007,Poland,2007,"Death,Black"
1678,Obtest,26,1992,Lithuania,-,"Brutal death,Pagan black,Pagan folk"
1679,Oceans Of Slumber,26,2011,USA,2011,Extreme progressive
1680,Ram-Zet,26,1998,Norway,-,Extreme avantgarde
1681,Sacrifice,26,1983,Canada,1983,Thrash
1682,Salem,26,1985,Israel,-,"Black,Doom,Death"
1683,Satariel,26,1993,Sweden,1993,"Black,Melodic death"
1684,Shakra,26,1997,Switzerland,-,"Hard rock,Heavy"
1685,Tharaphita,26,1995,Estonia,1995,Pagan black
1686,The Black Mages,26,2003,Japan,2010,Progressive
1687,Thy Serpent,26,1992,Finland,1992,Melodic black
1688,To Cast A Shadow,26,2005,Norway,-,"Doom,Gothic"
1689,Yggdrasil,26,2001,Sweden,2001,Folk
1690,1000 Funerals,25,2005,Iran,2011,Funeral doom
1691,Aaskereia,25,1997,Germany,1997,Pagan black
1692,Amaran,25,2000,Sweden,2005,Gothenburg
1693,Angelcorpse,25,1995,USA,1995,Blackened death
1694,ASP,25,1999,Germany,-,"Industrial gothic,Gothic rock"
1695,Beyond Fear,25,2005,USA,2005,Heavy
1696,Blackthorn,25,2004,Russia,-,Symphonic gothic
1697,Blitzkrieg,25,1980,United Kingdom,1980,"New wave of british heavy,Heavy"
1698,Christian Muenzner,25,2011,Germany,-,"Progressive,Instrumental"
1699,Christopher Lee,25,2009,United Kingdom,2009,"Heavy,Power"
1700,Concerto Moon,25,1996,Japan,-,Power
1701,Coronatus,25,2002,Germany,2002,Gothic
1702,Death Breath,25,2005,Sweden,-,Death
1703,Depressed Mode,25,2005,Finland,2005,"Funeral doom,Melodic death"
1704,Fall Of The Leafe,25,1996,Finland,2007,"Melodic death,Gothic,Heavy"
1705,Forever Slave,25,2000,Spain,2000,Gothic
1706,Gallhammer,25,2003,Japan,-,"Black,Crust,Punk"
1707,Germ,25,2003,Australia,2003,"Depressive black,Electronica,Shoegaze"
1708,Glittertind,25,2001,Norway,-,"Viking folk,Punk rock"
1709,Irminsul,25,2005,Sweden,2005,Viking folk
1710,Izegrim,25,1996,The Netherlands,-,"Death,Melodic death,Thrash"
1711,Lääz Rockit,25,1982,USA,1982,Bay area thrash
1712,Make Them Suffer,25,2008,Australia,-,Symphonic deathcore
1713,Michael Schenker's Temple Of Rock,25,1979,Germany,1979,Hard rock
1714,Moi Dix Mois,25,2002,Japan,-,Symphonic gothic
1715,Mustasch,25,1998,Sweden,1998,Heavy
1716,Odroerir,25,1998,Germany,-,Pagan folk
1717,Pillorian,25,2016,USA,2016,Atmospheric black
1718,Sanctity,25,2000,USA,2008,Melodic thrash
1719,Saviour Machine,25,1989,USA,1989,Gothic
1720,Sinamore,25,1998,Finland,-,"Gothic,Gothic rock"
1721,Sons Of Aeon,25,2009,Finland,2009,Melodic death
1722,Steelheart,25,1990,USA,-,"Glam,Gothic"
1723,Stone,25,1985,Finland,1985,"Speed,Thrash"
1724,The Howling Void,25,2007,USA,-,"Funeral doom,Symphonic doom"
1725,The Prophecy,25,2001,United Kingdom,2001,Death doom
1726,Thronar,25,1998,The Netherlands,2009,"Atmospheric black,Folk"
1727,Toundra,25,2007,Spain,2007,Instrumental post-metal
1728,Tremonti,25,2011,USA,-,Heavy
1729,Visceral Bleeding,25,1999,Sweden,1999,Brutal death
1730,Winter,25,1988,USA,-,Death doom
1731,Alarum,24,1992,Australia,1992,"Progressive,Fusion"
1732,Barón Rojo,24,1980,Spain,-,"Hard rock,Heavy"
1733,Battle Of Mice,24,2005,USA,2005,Post-metal
1734,Benedictum,24,2005,USA,-,Heavy
1735,Bison B.C.,24,2006,Canada,2006,Sludge
1736,Black Country Communion,24,2009,USA,2013,"Hard rock,Blues rock"
1737,Carnal Forge,24,1997,Sweden,1997,"Death,Thrash"
1738,Cemetary,24,1989,Sweden,2005,"Death,Gothic"
1739,Demon,24,1979,United Kingdom,1979,"New wave of british heavy,Hard rock,Heavy"
1740,Diamond Plate,24,2004,USA,-,Thrash
1741,Disincarnate,24,1992,USA,1992,Death
1742,End Of You,24,2003,Finland,-,Suomi
1743,Eulen,24,2009,Syria,2009,"Doom,Black"
1744,Forsaken,24,1990,Malta,-,"Doom,Heavy"
1745,Galloglass,24,1999,Germany,1999,Power
1746,Grave Miasma,24,2006,United Kingdom,-,Death
1747,Harmony,24,2000,Sweden,2000,Progressive power
1748,Hatriot,24,2010,USA,-,Thrash
1749,Headspace,24,2006,United Kingdom,2006,"Progressive,Progressive rock"
1750,Horseback,24,2006,USA,-,"Ambient,Drone,Post-,Rock"
1751,Hoth,24,2011,USA,2011,"Melodic black,Melodic death"
1752,Hunter,24,1986,Poland,-,"Thrash,Alternative"
1753,Indian,24,2003,USA,2003,"Blackened sludge,Doom"
1754,Living Sacrifice,24,1989,USA,-,"Death,Metalcore,Thrash"
1755,Naildown,24,2003,Finland,2003,Melodic death
1756,One Man Army And The Undead Quartet,24,2004,Sweden,2012,"Death,Thrash"
1757,Prototype,24,1994,USA,1994,Progressive
1758,Regurgitate,24,1990,Sweden,-,Goregrind
1759,Sahg,24,2004,Norway,2004,Stoner
1760,Severed Savior,24,1999,USA,-,"Brutal death,Technical death"
1761,Spheric Universe Experience,24,1999,France,1999,Progressive
1762,Tokyo Blade,24,1982,United Kingdom,-,"New wave of british heavy,Heavy"
1763,Votum,24,2003,Poland,2003,"Heavy,Progressive"
1764,Ade,23,2007,Italy,-,Death
1765,Anti,23,2004,Germany,2004,Depressive black
1766,Arch/Matheos,23,2010,USA,-,Progressive
1767,Believer,23,1986,USA,1986,Technical thrash
1768,Blaze Of Perdition,23,2004,Poland,-,Black
1769,Byfrost,23,2007,Norway,2007,"Black,Thrash"
1770,Catacombs,23,2000,USA,-,Funeral doom
1771,Conan,23,2006,United Kingdom,2006,"Doom,Stoner"
1772,Count Raven,23,1989,Sweden,-,Doom
1773,Cripper,23,2005,Germany,2005,Thrash
1774,Darkest Era,23,2005,United Kingdom,-,"Folk,Doom,Heavy"
1775,Defiance,23,1985,USA,1985,Thrash
1776,Demonica,23,2008,Denmark,-,Thrash
1777,Downfall Of Gaia,23,2008,Germany,2008,"Atmospheric sludge,Post-metal"
1778,Fifth Angel,23,1983,USA,-,Us power
1779,Galar,23,2004,Norway,2004,"Viking black,Folk,Neofolk"
1780,Helltrain,23,2002,Sweden,-,"Death ',N',Roll"
1781,Hypomanie,23,2007,The Netherlands,2007,"Shoegaze ,Black"
1782,Inter Arma,23,2006,USA,-,Blackened sludge
1783,Iommi,23,2000,United Kingdom,2000,"Heavy,Hard rock"
1784,Kipelov,23,1997,Russia,-,Heavy
1785,Mantic Ritual,23,2005,USA,2005,Thrash
1786,Massacra,23,1986,France,1997,"Death,Groove thrash,Heavy,Thrash"
1787,Mechanical Poet,23,2002,Russia,2002,Symphonic progressive
1788,Mindplotter,23,2008,Ukraine,-,Math
1789,Misery Signals,23,2002,USA,2002,Metalcore
1790,Nasheim,23,2001,Sweden,-,Black
1791,Nazxul,23,1993,Australia,1993,Black
1792,Obscurity,23,1997,Germany,-,"Pagan folk,Viking black"
1793,Ramp,23,1989,Portugal,1989,"Heavy,Industrial thrash,Thrash"
1794,Regarde Les Hommes Tomber,23,2011,France,-,"Black,Post-metal,Sludge"
1795,Runemagick,23,1990,Sweden,1990,"Death,Death doom"
1796,Shrinebuilder,23,2008,USA,-,"Doom,Sludge,Stoner"
1797,Stormwitch,23,1979,Germany,1979,Heavy
1798,Thanatos,23,1984,The Netherlands,-,"Death,Thrash"
1799,The Hourglass,23,2002,Syria,2002,Heavy
1800,The Provenance,23,1995,Sweden,2008,"Experimental gothic,Progressive death,Doom"
1801,The Rotted,23,1997,United Kingdom,1997,"Grindcore,Brutal death,Death,Punk"
1802,Today Is The Day,23,1992,USA,-,"Hardcore,Noise rock"
1803,Vampiria,23,1997,Argentina,1997,Blackened gothic
1804,Wormlust,23,2003,Iceland,-,Black
1805,Yyrkoon,23,1995,France,1995,Death
1806,Zonata,23,1998,Sweden,2003,Power
1807,Ørkenkjøtt,22,2005,Norway,2005,Extreme progressive
1808,Acherontas,22,2007,Greece,-,Black
1809,Alabama Thunderpussy,22,1996,USA,1996,"Stoner,Heavy"
1810,Antediluvian,22,2006,Canada,-,Blackened death
1811,Argus,22,2005,USA,2005,"Doom,Heavy"
1812,Black Fast,22,2010,USA,-,"Thrash,Progressive black"
1813,Breakdown Of Sanity,22,2007,Switzerland,2007,"Metalcore,Deathcore"
1814,Celeste,22,2005,France,-,"Black,Sludge,Hardcore"
1815,Chaos Moon,22,2004,USA,2004,Atmospheric black
1816,Christ Agony,22,1990,Poland,-,Black
1817,Comatose Vigil,22,2003,Russia,2003,Funeral doom
1818,Crimson Moonlight,22,1997,Sweden,-,Black
1819,De Profundis,22,2005,United Kingdom,2005,"Death doom,Extreme progressive,Technical death"
1820,Demians,22,2007,France,-,"Alternative rock,Progressive"
1821,Descending,22,2007,Greece,2007,"Gothenburg,Metalcore"
1822,Dreamscape,22,1986,Germany,-,Progressive
1823,For Today,22,2005,USA,2005,Metalcore
1824,Frailty,22,2003,Latvia,-,Death doom
1825,Genghis Tron,22,2004,USA,2004,Cyber grindcore
1826,Gernotshagen,22,1999,Germany,-,"Pagan black,Folk"
1827,Happy Days,22,2004,USA,2004,Depressive black
1828,Hatchet,22,2006,USA,-,Bay area thrash
1829,How Like A Winter,22,1999,Italy,1999,Gothic doom
1830,Liege Lord,22,1982,USA,-,"Us power,Thrash"
1831,Loudblast,22,1985,France,1985,"Death,Thrash"
1832,Lychgate,22,2001,United Kingdom,-,"Progressive black,Atmospheric black"
1833,Mütiilation,22,1991,France,1991,Black
1834,Magrudergrind,22,2002,USA,-,Grindcore
1835,Michael Kiske,22,1996,Germany,1996,Hard rock
1836,Misanthrope,22,1988,France,-,Melodic death
1837,Nirvana 2002,22,1988,Sweden,1988,Death
1838,Orphanage,22,1993,The Netherlands,2005,"Melodic death,Gothic"
1839,Ovid's Withering,22,2010,USA,2010,"Blackened deathcore,Symphonic deathcore,Progressive deathcore"
1840,Realm,22,1985,USA,1992,Progressive thrash
1841,Repugnant,22,1998,Sweden,1998,"Death,Thrash"
1842,Rob Rock,22,2000,USA,-,Us power
1843,RoutaSielu,22,2010,Finland,2010,Melodic death
1844,Shadowside,22,2001,Brazil,-,Power
1845,Signum Regis,22,2007,Slovak Republic,2007,"Progressive,Power"
1846,Sombres Forêts,22,2005,Canada,-,Black
1847,Sunpocrisy,22,2007,Italy,2007,"Progressive death,Atmospheric sludge,Post-metal"
1848,Symphorce,22,1998,Germany,2011,Power
1849,The Arcane Order,22,2000,Denmark,2000,"Melodic death,Thrash"
1850,The Browning,22,2005,USA,-,"Metalcore,Trancecore"
1851,The Flight Of Sleipnir,22,2007,USA,2007,"Doom,Folk,Stoner"
1852,Turbo,22,1980,Poland,-,"Hard rock,Heavy,Thrash,Speed"
1853,Until Death Overtakes Me,22,1999,Belgium,1999,"Funeral doom,Ambient"
1854,Vinnie Moore,22,1986,USA,-,"Hard rock,Neoclassical,Instrumental"
1855,Viraemia,22,2008,USA,2008,"Brutal death,Technical death"
1856,Voices,22,2011,United Kingdom,-,Black
1857,Wormphlegm,22,2000,Finland,2000,"Funeral doom,Drone"
1858,Act Of Defiance,21,2014,USA,-,"Heavy,Thrash"
1859,Aes Dana,21,1994,France,1994,"Atmospheric black,Celtic black"
1860,Aeveron,21,2002,Germany,-,"Melodic death,Black"
1861,Aluk Todolo,21,2004,France,2004,"Black,Krautrock"
1862,Armory,21,2001,USA,-,Power
1863,Autumnia,21,2003,Ukraine,2003,"Melodic death,Doom"
1864,Avrigus,21,1995,Australia,-,"Gothic doom,Neoclassical darkwave"
1865,Blazing Eternity,21,1993,Denmark,1993,Atmospheric doom
1866,Catafalque,21,1997,Turkey,-,Gothic
1867,Chalice Of Doom,21,2010,Jordan,2010,"Melodic death,Doom"
1868,Chthe'ilist,21,2010,Canada,-,Death
1869,Cruciamentum,21,2005,United Kingdom,2005,Death
1870,Divinity,21,1999,Canada,-,"Progressive death,Thrash"
1871,Dol Ammad,21,2000,Greece,2000,Electronic symphonic
1872,Dreamland,21,2003,Sweden,-,"Heavy,Power"
1873,Eisregen,21,1995,Germany,1995,Gothic black
1874,Eyefear,21,1994,Australia,-,"Progressive,Power"
1875,Fear Of Domination,21,2006,Finland,2006,"Melodic death,Industrial"
1876,First Fragment,21,2007,Canada,-,Technical death
1877,Frequency Of Butterfly Wings,21,2009,Iran,2009,"Melodic death,Doom"
1878,Fuck The Facts,21,1999,Canada,-,"Grindcore,Noise"
1879,Grey Heaven Fall,21,2006,Russia,2006,"Black,Death"
1880,Gruesome,21,2014,USA,-,Death
1881,Illogicist,21,1997,Italy,1997,Technical death
1882,Insect Warfare,21,2004,USA,2008,Grindcore
1883,Ion Dissonance,21,2002,Canada,2002,"Deathcore,Math,Metalcore"
1884,Istapp,21,2005,Sweden,-,Melodic black
1885,Kriegsmaschine,21,2002,Poland,2002,Black
1886,Mörk Gryning,21,1993,Sweden,2005,Black
1887,Mar?olea,21,2008,Romania,2008,Pagan black
1888,Nevid,21,2004,Russia,-,Pagan folk
1889,Nostradameus,21,1998,Sweden,1998,"Power,Thrash"
1890,Phantasma (NED),21,2015,The Netherlands,-,Symphonic
1891,Psyopus,21,2002,USA,2002,"Metalcore,Technical grindcore"
1892,Rise Of Avernus,21,2010,Australia,-,"Progressive gothic,Progressive doom"
1893,Sarke,21,2008,Norway,2008,"Black,Black 'n,Roll"
1894,Serious Black,21,2013,Germany,-,Power
